P00352,O60356
O00487,Q495X7
P35070,Q13144
Q8NBN3,Q9UKJ8
Q14627,P43490
Q8IYB3,Q9H672
P48651,P18510
Q9NZ43,Q99685
O60437,P15407
Q93034,P04629
O00425,A0AV96
P31689,Q92667
P68400,Q8IVT5
Q92731,P61081
Q7Z2W4,Q9GZY0
Q14315,Q71U36
Q9H6Z9,P42166
P14373,P12035
P25963,P41743
Q96CS2,P11532
P60709,P57075
Q5VW36,O95163
Q15750,Q96FF9
Q14974,Q14696
P23588,Q9C030
P07900,Q9UNP9
Q9ULM6,Q13111
Q8IXB1,Q15084
Q13296,Q13395
P02649,O14879
Q13950,P20839
P25054,P09630
Q9NTU7,Q9UIW2
O14521,Q9BZW2
P16284,Q5JSH3
Q15654,O43865
Q9NRZ9,Q9UBC3
Q9Y228,Q99666
Q99798,P30044
P27708,Q9UQL6
Q3SXY8,P11215
P41223,O75934
Q14318,Q15042
Q9Y371,O14925
P61160,Q15527
Q13643,Q96E11
O60506,Q8IUH3
O95749,P18509
P48651,Q8WVV4
Q15843,P22102
P14866,Q04721
Q08945,Q8N257
Q92858,O00764
Q14686,Q13133
Q96FN4,Q6EEV4
Q96K58,Q9UFB7
Q5S007,Q08188
P07996,P08514
Q9Y3I1,P62851
P84077,P09622
P51531,Q9BZL4
Q13241,Q53EU6
Q99543,Q0VDF9
Q96HY6,Q9HCS7
P55010,O00273
P07949,Q13308
Q13123,Q8TCG1
P17987,Q15120
O94874,P40926
Q8TED1,Q9HBW0
Q8TDQ0,O94955
O15085,Q6WCQ1
Q9UJT2,Q0VG06
Q86YM7,A1L190
P55081,Q7RTU3
O95747,P08708
O75955,Q15149
O43493,Q9NP61
O94992,O15371
Q9Y2R9,P49411
P20339,Q6ZMI0
Q9P2P5,Q16513
Q9H444,Q6NYC8
Q6PCB7,Q96GR4
P20648,P58499
O95994,Q99798
P06729,P20963
Q96RP9,P56556
P49755,Q9Y3A6
Q12888,Q08AM6
Q7L2J0,P28066
O43237,Q8NG06
O95470,Q9Y5W5
O00178,Q16254
Q9H5V8,P00747
Q9BY89,Q9UJX6
P05412,P56279
O75478,Q96HR3
Q9UQV4,Q99726
Q9UGP8,Q8TDU6
P62805,P49589
Q6P5Z2,Q8N831
P68400,P18031
O14545,P24390
P62280,P63220
P46734,P49116
Q9UBB4,Q8TBP5
Q9UNY4,P43243
P51116,Q9GZT8
Q04323,P38606
Q9NQC7,Q13435
P11802,Q92830
Q14999,P62277
O43292,P78334
Q7Z614,Q7L5Y1
Q9Y3I1,Q5U4P2
Q12824,P04908
Q7KZI7,O75478
P09874,P04908
Q9UQM7,Q01970
Q01085,Q8IUC2
Q92731,Q8IWS0
P55084,P60520
P60763,Q15643
P60953,Q96QD8
P68036,Q13490
Q8IV13,Q6PJ69
O75643,Q9BQ67
Q13043,Q8NAA4
O60356,O95251
P07947,Q86X19
Q9HAZ2,Q9NXF1
P78317,O95551
P05388,Q9UHA3
O95817,Q8N2I9
Q13243,Q9H944
P05067,P13232
Q92844,P19012
Q6EMK4,Q9BYQ3
P27348,Q9NQC7
Q9H0E2,Q92504
Q9NY93,P25440
O14786,Q9H8Y8
Q9BSW7,P50222
Q9NRE1,O95158
P27695,Q15649
Q8TDN6,Q07020
O95183,Q29980
Q7KZI7,Q7L804
Q7Z7L1,Q8WXF1
O00231,Q9UNM6
P13010,Q9BV68
Q8N442,P10176
P14866,Q06730
P78310,P51151
P47897,Q8N5R6
P27348,Q9NZL9
P62701,Q9Y371
P06241,Q7Z408
O15519,Q00G26
Q9BY14,P00749
O95757,P16035
P14136,Q96DI7
P34932,P43403
P62841,P62913
P68400,P37840
Q6P158,Q9H9Z2
P46013,Q13492
Q8TCQ1,P43250
Q92886,O75688
Q15286,Q96HY6
P56851,Q86XS8
P09758,Q9HCU4
P63167,Q86SQ0
Q12789,P15882
Q9BYR9,Q499Z4
Q9H2J4,P42025
Q15843,P25788
P49848,P23497
Q99496,Q96JJ7
O75607,Q9GZL7
O43169,Q9H6H4
P46940,Q16665
Q93084,Q14442
Q14690,Q5VWQ0
Q13323,Q9H0R3
P49407,Q16627
Q5T1C6,O14880
Q13635,Q69YN4
P01308,Q9BUQ8
P42224,P02794
P04637,Q12824
Q9H7H0,Q9Y6G3
Q9H4M7,O75844
Q9BTW9,Q9Y2S2
O15198,Q2M3W8
P11274,Q9UDY2
Q12873,P52756
O14818,Q9HC96
P42858,O60304
P55072,P54252
Q14693,P01100
O15118,Q96KA5
Q03518,O43542
Q96N66,Q8WXA8
P52657,Q9UNN4
P49770,Q5BKZ1
P49450,Q8IXK0
O95757,Q6ZNL6
Q15311,Q96FT9
Q14247,Q8IZP0
P08069,O95147
P51148,O60499
Q9HCE7,Q07912
P10275,P83916
P18077,P42696
P08134,Q15006
Q9UPT8,Q9NUH8
Q9Y3D9,Q9NZI8
P36894,P15260
Q9BYF1,O60235
Q9H490,Q5QGT7
Q96JN2,Q9UP83
P18077,Q8WZA0
Q9H4M7,P51812
Q8N3D4,Q9Y3A4
Q6AW86,Q15649
Q68CP9,Q9BXK1
Q9Y4W6,O95696
Q13643,P03971
A8MZ59,P41181
P28289,O75410
P35613,Q9Y385
Q07869,Q9BV79
P31997,Q86SF2
P04899,O00574
Q5VTR2,Q8N0S2
Q9UHV9,Q71RC2
P49116,O15027
Q03405,Q86TW2
Q92552,O95793
O00443,Q9ULU8
O60493,O14593
Q8TBK6,Q96ST3
Q9H4E5,Q9ULK5
P25101,P24390
P38398,P28715
Q03519,Q96H35
P35998,Q9C035
O00308,P14678
P29274,Q9BZJ4
Q9P2N7,O60704
Q96GA3,Q9BXK1
O75533,Q96I25
O15084,Q14185
P40939,P56377
Q8WXH2,Q96LI6
Q13509,Q01101
Q9Y3D9,Q8TDD2
P29323,Q9NXI6
P02545,Q14416
O95900,Q7L8L6
Q96FI4,Q9NYW2
P61353,Q86VP6
P36873,Q9ULV4
P15153,Q9Y2I1
Q9NRI5,P11717
Q9H115,O15389
P31689,O60763
Q9H6D7,Q5JUK2
P11182,P09913
Q96CF2,P07237
Q9HAU0,Q6ZW31
P61586,Q9Y385
P43358,Q8TC84
P05161,P19105
P04406,P49815
P03372,Q9H8Y8
Q16665,Q9BRX2
Q96CS2,Q8WVK7
P62136,P54840
P47900,Q86V85
Q99459,P43246
Q92754,P28300
P13473,Q8TBZ3
P25791,P60409
Q15714,Q8N766
P25098,O43172
Q09472,O60341
Q13200,O15169
O95171,P17813
Q6IAA8,Q9ULF5
Q9NPD3,Q8NI36
P41182,Q52LG2
O14966,Q13049
O60885,Q96MU7
P62805,P10242
Q9Y6K5,Q12894
Q99755,P33778
Q99581,Q92560
P62875,O60942
Q8TDI0,P53999
Q96HY6,Q02388
O43765,P48723
Q9UIR0,O14657
P40939,P68371
Q58WW2,P06881
Q12805,Q9P2R6
P42857,Q9H1M3
Q9NYG5,Q9UMQ6
O14737,Q504Y2
Q92499,Q9UNQ2
Q8IUQ4,Q07912
Q14393,Q9Y2I2
P68104,O15294
Q96HY6,P52732
O60245,P55899
O43715,P14854
Q92793,O00716
Q8TDQ7,Q9Y303
P61026,Q9H082
Q9UKW4,P50454
Q9UMX1,Q8TBC5
Q9NZ01,Q14999
Q9UJ70,Q5M9N0
Q8WVN8,Q13490
Q16890,Q9P0R6
P01106,Q13200
Q9BVS4,P23396
Q92879,Q9UKJ3
Q5T700,A0PK00
Q9H160,Q8IUE1
Q5SQN1,P04844
P57682,Q9UPW6
O60266,Q9Y4A9
Q9H1E5,Q7KYR7
Q96HY6,Q9UJZ1
P11177,Q96AG4
Q8NDV7,Q96I24
O00165,P04350
Q9UK41,Q9Y294
P07948,Q99755
Q9H7H0,P82914
Q8N4C7,Q9UMX1
Q9NRG7,O95861
P00533,P49407
Q92597,Q96Q40
O15126,O00559
O95994,P32119
P10636,Q02790
Q05513,P14314
Q6UWN0,Q13444
O43683,Q96SN8
Q9ULM6,Q9UPQ9
P62330,P23229
Q9NS23,Q7Z699
Q96MF4,Q76FK4
Q8NFZ5,Q02363
Q8TED1,P04280
Q9NR12,O75128
P19012,Q9UGJ1
Q9Y4X5,P18846
Q15303,Q9UKW4
O95831,Q13505
P34949,O14815
Q9H4M7,Q9BYD3
Q9C0F1,Q8NA92
P31946,Q13627
Q12955,Q7RTP6
O75369,Q13137
P01116,P08238
Q15029,Q8TEQ6
P62805,P41252
Q9BQ95,Q9NRL3
Q6IAA8,O95405
Q00987,Q9UJZ1
Q99853,P05549
O96005,P51172
P61247,Q9UL18
O95696,Q9H4I3
P22681,O60256
Q92731,Q8N511
O43660,Q9HCK8
Q92793,Q9Y2I1
O60356,P09234
Q9H4M7,Q9NS91
O95390,Q2VWP7
Q5T700,Q9UBV7
O75694,Q02487
Q8NCK7,P12268
Q96KR1,Q9Y5W5
P06400,Q63HQ0
Q13393,P12931
Q99496,Q9GZR7
O75061,O75052
Q9NRC8,Q8WWM7
P68363,Q8IZT6
P12830,P26232
Q05397,Q12791
P09466,Q9Y6L7
Q6N075,Q6UWB1
P15976,O15287
Q969Q1,Q9H4T2
Q9BTT4,Q9NQG5
Q8N205,Q15848
Q01970,P24593
P01116,P05023
Q8IYB1,Q9UL33
P29966,O15020
P80723,Q8N6M0
O75190,Q5JSP0
Q9NTI5,P02724
P35222,Q8TEY7
Q92731,P50213
Q8WV44,Q8NDP4
Q8NBJ4,Q9UJ41
Q93009,Q92667
O00141,Q96RR4
P23508,Q6IQ21
P63165,O15446
O60884,Q8IYS1
Q5T653,Q2M2I8
Q92625,Q96PV0
P53350,Q9H2D6
Q9NYA4,Q9Y446
Q99733,Q8N0Z3
O95817,Q9BT04
P60520,Q16595
Q96GA3,Q92805
P0C7X2,Q8NEC5
Q06330,Q8IWC1
O43711,Q8IWZ5
Q15075,O00151
O95757,Q13418
O43865,Q8N2W9
P09661,O95149
O00567,Q9H6F5
P42858,P30049
Q9UBU9,P54198
Q12772,Q9Y5E6
Q9BRK5,P08473
Q16799,Q9BY41
Q96FF9,Q6NUS8
Q15906,Q99581
O75643,Q8IWS0
Q93034,P22102
P34931,P05412
O14578,Q9H583
P51451,O75964
P20337,Q8N5K1
Q14258,P16885
P82930,Q14197
P52569,Q5T4F4
Q96BD6,P16284
Q9NPF5,Q9UER7
P61981,A4D2P6
P01106,Q01658
O00264,P43250
Q92665,P18621
P29558,Q8ND24
P39023,P43004
P12004,P62857
P11441,P52272
Q9H871,P39905
Q08945,Q86VQ3
Q15041,O95989
O60603,Q9UPT6
Q01726,Q68CR1
Q02535,P18847
Q9NR30,Q6ZNK6
Q96RK0,Q9Y2X3
P26599,Q99729
P19784,P35244
P49116,Q9NV31
P35226,Q5VTL8
Q14114,P61019
P15735,Q06830
P60953,O14936
Q13416,Q9H1E3
Q14240,Q13542
Q9Y6C9,Q96AG3
O15357,Q15811
P78362,Q8N8A6
Q8N448,Q9UKL4
Q9Y6K9,P23258
Q93052,Q15527
Q15029,Q9GZR7
P14625,Q9BYF1
Q9BXP5,Q9UIV8
Q8IWT6,Q96HD1
P49336,Q93074
Q96DX4,P05120
Q8WWV3,Q96CU9
Q92845,P41227
P28482,Q9UHF7
P62699,Q9NT22
Q92187,P78536
O75367,Q96SB4
P27797,P20160
P63165,P54198
P10809,Q13617
P09651,Q96SI9
P13569,Q7LBE3
Q9H4E5,Q9C0D5
Q8WXF0,Q9Y388
O15294,Q96F44
Q9HBL8,Q8TCX1
Q9UKV8,Q15393
Q9H9E3,Q9NX08
Q12983,Q8N961
P11142,Q8WXB1
Q5SW79,O75683
Q99650,Q9ULV8
P42858,Q13303
P61088,Q86Y01
Q8TAQ2,Q9NQL2
Q8NBQ5,Q9P0S3
P02545,P46777
Q96T60,Q8WW34
Q9UHW9,Q3KNS1
Q9H0W5,P10147
Q12846,O75379
P62979,Q96GC6
Q8NCE2,Q13617
Q13304,Q5UIP0
Q07021,O75521
Q96HY6,Q13263
Q93008,Q96RS6
Q96QZ7,P32456
Q13596,O60664
P34931,Q8NFD2
P00387,Q9Y277
O60353,P62745
P06241,Q9Y2H0
Q06546,Q92817
O60885,P53396
P61254,Q9UNX3
Q6P1J9,O00203
P06576,Q9BSH4
Q92478,O43306
P05129,P10636
P78317,Q5VV52
P49450,Q5SSJ5
P56270,Q9UIH9
A5D8V6,Q6IN97
Q15717,Q86VP6
Q96CF2,Q8N5F7
Q9UJV9,O75147
Q12959,P23508
Q9Y3B7,Q7Z2W9
Q92731,Q96S52
P15311,Q86UF1
Q13485,Q16563
P62917,Q13148
Q86UY6,Q5T1M5
Q8WXI8,Q92747
Q15029,Q8WX93
Q9ULT8,Q15003
Q6YN16,O15259
Q9ULW3,O75533
P36873,P26373
Q9Y613,Q99459
P40337,P51991
O60383,Q96RU7
Q16666,Q8IWA0
Q8TBK6,Q9UN30
P53367,Q9P0N5
P07437,Q92834
Q9BXM7,A6NMY6
Q9UKW4,P33993
Q15059,P49756
P17302,P32119
Q99590,Q8NHV4
P62875,Q9UL03
P01112,Q06481
P47756,Q12986
Q13557,Q92624
O75400,Q8TAT5
Q13740,Q9Y2X8
O43707,P57105
P60709,P05388
P78536,P43146
P09234,Q8IUC2
P10275,Q14126
O95721,O15155
P62266,P49207
Q69YN4,Q9BWM7
Q9NPI1,Q9NVP1
Q15717,Q8N0Z6
P35052,P08865
O14578,Q96MH7
P04792,P57678
Q9H6Z9,Q6NXT1
P50914,P27635
Q15911,P35711
Q9BRS2,P35268
O00148,Q6ZW61
Q8N5S1,O95630
Q86TM6,O00410
P61081,Q9H0C5
Q9NVF7,Q9Y240
O76024,Q13569
Q9UL15,O43379
P04637,P18847
Q12824,Q86YD7
O60921,Q03405
Q96EL2,Q9Y2H9
Q9HA77,Q9NWT8
P17987,Q9NY65
Q8NC67,Q6UWM7
Q3MHD2,P14316
P42701,Q5VWK5
Q8IWL3,Q9P032
Q15058,Q8WUA4
Q69YN4,O15269
P60953,P17081
Q92731,Q9H3M7
P15880,P30050
Q93034,P04350
Q9Y6I3,Q9H201
P29353,P01178
Q9HB19,Q9NY65
P10147,Q08431
Q9NZT1,O75787
Q15910,Q9Y383
Q9UQM7,Q13554
P46783,P20042
Q9NQC7,Q8N5C8
Q07020,Q9NVP1
P00533,P63010
Q9NQH7,Q6EBC2
P14735,P34896
Q14008,Q15649
Q00535,Q9Y2I7
Q8NA54,Q86SG7
Q12906,P50914
Q16576,O75874
Q9BTE3,Q7Z6L1
Q99623,Q9BPX6
O60885,P18583
P37231,O15090
Q13263,Q02386
P03372,Q96K17
O43852,Q02818
Q4LE39,O14929
P02751,P14866
Q9H6Z9,Q9NR09
Q9BQ48,Q75WM6
P12109,Q9BXJ1
O14744,O43251
Q96IZ0,Q96A44
Q9NRD1,P48357
Q14254,Q5VYK3
O94955,Q96JM7
P46734,P52564
Q7Z2W4,P37231
P63241,P52954
P40337,P11166
P14770,Q9BZQ6
Q6NUQ1,Q9Y252
Q01860,Q5JTH9
Q96KQ7,Q96T88
Q86TB9,Q15032
O95831,Q92956
P78347,P32754
Q15233,O14744
Q9Y5U4,P61978
P63000,Q8WTV1
P20929,Q9BYV6
Q92538,P63000
P02647,Q92484
Q04206,Q8IYB7
Q8NBN3,P19075
Q16659,P62195
Q8IVT5,Q9Y4P1
P25440,Q9BYG3
Q9UBB5,O14929
O96000,Q9Y5T4
P05067,O95390
O14880,Q96FV3
O00483,O60488
P28799,P20155
Q9P2E9,Q8TE73
P01308,Q53ET0
P62266,Q13131
P34897,Q8TF27
Q9Y2Y0,O15228
Q13555,Q9UGI9
P40939,Q8NC24
Q9BX70,Q13422
Q9UPQ9,Q9Y2K5
P61956,Q9P287
Q9Y266,Q9Y577
P20339,Q8N766
Q9Y4C4,O43852
Q9H4M7,Q13057
Q9HAN9,Q96K80
P01106,Q96GD4
Q13363,Q01196
O60336,Q9BYR7
P68032,Q969G3
P23588,Q8WX94
P04637,Q9H0A0
Q15022,Q92922
Q9HCE1,Q14296
Q6NUN9,P35749
P38484,Q92968
Q96CF2,Q14573
Q9BXW9,P04792
P55317,Q9BQ39
P03372,Q96BT3
Q8NBF2,O95379
P51813,Q08881
Q8NCK7,P46977
Q6IAA8,Q99961
Q15843,Q8WVZ9
P51955,P62333
P15151,Q4KMG0
O94822,Q05923
P01116,P62820
Q9H9T3,P00558
Q15029,Q16658
P33993,P34969
P27361,P02686
Q96QU8,P32241
Q08J23,P46060
Q5JX71,P29033
Q96CV9,Q2NKQ1
O60356,P12236
P28340,Q9UBT6
P13569,P20591
Q9H8V3,P30050
Q9Y3I1,P45984
Q04206,Q92598
O14964,Q8N6Y0
O75570,P23368
P62805,Q86VZ6
Q86SG2,Q8WV44
Q9Y2I6,O75665
Q7L0Q8,O60427
P11908,Q9BX63
Q9UBN7,P31749
Q9NRY4,Q9HC38
P61586,Q9H425
P00533,Q9HA64
P46782,Q14999
P51957,Q02978
Q8IVT5,Q04917
Q9UK80,Q9BQ89
P05067,O95758
O76011,Q15915
Q8WU20,Q15349
Q96FN4,Q9H7C4
Q709F0,Q15528
Q9BVL4,Q96F44
P98172,P51148
Q4G0J3,Q12931
P17174,P20810
Q13627,Q05682
Q9Y2R2,Q13114
P05129,Q13224
Q9BTN0,Q8TE23
Q92538,Q99873
P63000,Q9NRG9
Q9BTD8,Q8IUH3
Q9UBU9,Q8TEP8
Q9H204,Q9H944
P68133,Q7LBR1
Q8IUH5,O43365
P50222,Q9Y2K6
Q00535,P49841
Q8N5Z5,Q9UGJ1
Q9NQB0,P26998
P42701,P68366
Q92731,Q9Y2R4
Q99497,Q9Y3D2
A1A4Y4,Q6ZNE5
P51668,O00237
Q15165,O95158
P11802,Q96PU4
P03372,Q2TB10
P62899,Q9UP38
P06493,P46527
P42858,Q96J94
Q9NWZ5,O00534
Q9NUY8,Q8TBP5
P14555,P09936
P37231,Q9UHF7
Q92552,Q96RP9
Q00577,O43818
P27986,P68400
P14866,Q9H422
Q17RB8,Q9NYG5
P31314,Q92925
Q8NHQ1,Q8WWY3
P42357,Q15696
Q9Y5X1,O75147
Q9BYZ6,O75083
Q9H4M9,O95302
Q9NZQ3,Q9UNF0
Q8TAU3,Q96EG3
P14923,Q8N6C8
Q86T26,Q4KMQ2
P46777,O95503
Q03468,Q9BUQ8
P42704,Q5T440
Q8TCU4,Q16831
P49023,P17066
P36957,Q9Y2W1
P63208,O14818
P51452,Q9H1A7
Q13614,Q86WG5
O14818,Q9UL46
Q14694,P50748
Q9UGP4,Q9GZT9
Q96F24,P07902
P00533,Q9UPN7
Q9H313,Q8N5B7
Q6UX01,Q8TCT9
P61289,O75689
P04843,Q9Y6I9
P30153,P57775
A6NEM1,Q9H4E7
O60216,Q04637
P19338,Q9UL40
Q9HCE1,Q9Y2S7
Q6PKG0,Q9BVC4
Q9UGL9,Q5T3J3
Q8WYQ5,Q9BYG3
P35222,O15399
P40337,Q7Z6Z7
Q99459,P09651
Q99962,Q9HBZ2
Q92482,Q96K37
Q02878,Q13563
Q13263,Q14590
Q9UDV6,Q9ULD5
P07195,Q9H0U4
P43307,P35610
Q9H9S0,P0CJ78
Q96SB4,Q96IZ7
P21796,P00403
Q12933,O43167
Q9NZT1,Q9NPG3
P78317,Q8N201
O15355,Q8IUE6
O75031,Q15390
Q9UBU8,Q15025
P48594,O75901
Q15746,P68032
P02751,Q9NVZ3
Q9HCE1,O94817
Q6UX01,O15270
Q709C8,Q5VT40
Q15631,O60925
O75489,P00480
Q9Y6Q9,P24385
P46663,Q8IWA5
Q14118,Q96QZ7
P63208,P49720
P15374,P35869
P43268,Q01543
P46100,Q96L73
Q86X55,P50897
P63010,P32121
Q7L2E3,Q9NR28
Q15532,P35638
Q5BJD5,Q9UBF2
P14866,P27487
Q8NDH3,Q9BTE3
P51114,Q9P1Z2
P61956,O75969
O75342,Q13106
P06454,O95600
P63173,P33316
Q9UI30,O76081
P0C0S5,Q9Y2K1
Q9Y2K5,Q92904
P46783,Q96EP0
Q9GZS1,Q96KQ7
O95714,O75521
O95994,P07900
Q13459,Q86XD5
Q99932,P0CG21
Q9H967,P33991
Q9NQW6,Q9NPE3
P11279,Q08357
Q5S007,P49419
Q9Y261,Q9UBC0
Q15051,O43187
P43307,P27824
P51572,Q96HY6
P60763,Q02952
Q15642,Q8IWW6
Q6P2Q9,Q92620
P48556,P32314
Q6P2Q9,Q15323
P08779,Q92905
Q15058,Q08J23
Q02241,O15393
Q8TAE8,Q9Y2M0
O60506,P06454
O95817,P00558
Q15669,Q9BVJ6
O95235,Q96AE4
O15294,P54727
P62191,P83105
Q9Y487,Q5M7Z0
Q9Y2X9,Q8WVM7
Q30201,P19526
O43663,P57721
P04843,Q96GC9
Q9UKV0,Q9GZV5
P42224,P01100
P25963,Q8N3Y1
Q3LI76,Q64LD2
P07437,P40227
P02778,P13501
Q01518,P06753
Q9UF56,Q9P2N7
O75886,Q8N144
P68104,P34969
O43181,Q6P1X6
Q5VU43,P49748
O60361,Q3SYC2
O76024,Q9NR77
P13591,P39905
Q9Y4K3,P22681
P25398,Q96C86
P36507,Q9H3Y6
Q969Q0,Q02575
Q9HC52,Q9H8W4
Q9H492,Q92609
Q5VTR2,O43542
O95625,Q75WM6
P84103,Q13242
Q92526,A0PJZ3
Q9NRN7,Q9UPT9
O94874,P06703
P05067,Q0VG06
P10147,Q9HBE1
Q8WVK2,O95202
Q9C0B0,Q15056
Q9UQM7,O60266
Q9H1C4,Q8TC07
O00214,Q5KU26
Q14164,Q15365
P47895,P49190
P46109,P12830
P49590,Q96EH3
O94805,Q15532
Q13489,O60832
P49721,P15328
P09493,Q99439
P11802,Q13188
Q969H0,Q6UVJ0
O95071,Q13347
P04637,P62899
P19012,Q8TAU3
P08574,Q9Y3E0
P62266,P39023
O15540,Q9UBM1
P41231,Q9C0E2
Q14512,Q9NYV4
Q8WXW3,O43189
Q9NRS4,Q9NRG9
P22314,O75147
O75791,Q13905
Q14332,Q4KMZ8
Q96I24,Q5TAX3
P18077,Q16825
Q9Y3I1,P49427
Q02383,P16444
Q92905,Q5TAX3
Q96SB4,P49840
P68032,Q8IX18
Q8NHQ9,P62807
P00533,O94929
P35712,Q9H0D6
P11274,Q8WXD5
Q14258,Q9P2B4
P24593,Q86WI0
O43187,Q99836
P17480,P05060
Q9NVI7,P46013
Q14957,Q96JB6
P62829,O60783
P07550,Q16653
P62993,O95872
Q9BQ24,P60410
P24941,P42773
O95816,O43314
P04899,P04054
Q96R06,Q96JN8
Q9UK08,Q8N4F0
P04637,Q6JQN1
Q13948,Q99581
Q9NQC7,Q9HCY8
Q9Y5Q9,Q9UQE7
O15479,P62277
Q15907,P62820
P04908,P56182
O14578,Q08043
Q6UWP7,Q9UGM1
Q66GS9,Q8N8E3
P55809,Q8WUK0
Q8NGS6,P01877
Q6PI48,Q6P587
P55084,P42766
Q12982,Q7Z465
Q15058,P50454
P05067,Q15125
P80075,Q9Y258
P78317,O15360
P52272,P55795
Q5XPI4,Q7Z408
Q9BYQ3,Q8IUC0
P20290,Q6WCQ1
Q96FX7,Q53HC5
Q86UY6,O00193
O94805,Q9BS91
P35241,Q9ULV4
P06241,Q9H5I1
P16403,Q9UKD2
Q8TDY2,P46781
Q9H015,Q9Y619
P62873,P48039
Q15075,Q6IAA8
P07437,Q15291
Q14498,P62857
Q15022,Q99848
P46782,P22492
Q9H8V3,O15372
Q9UFB7,Q53GS7
O14512,Q99750
Q13573,Q9C019
P27824,Q9Y2H6
Q9H4M7,Q9UJK0
Q8TAF3,Q7KZ85
Q8N743,Q96F15
O95985,P31483
Q9BZF9,Q9UPN9
P60763,Q9Y4W6
P78317,O60481
Q93062,Q69YG0
P07195,P17677
Q9UHB6,P48431
Q9H147,Q8TCD6
P51531,Q9NRL2
A8MVW5,Q9BT67
A6NHR9,Q9UNH5
P42704,P38646
Q96T76,Q8IZ69
Q08345,Q14003
Q969H0,P62906
Q03405,Q9NXL9
Q14318,Q13620
O00628,Q8IYD2
P28335,Q12959
Q9UNN5,Q07955
Q15059,Q92613
P80188,P24863
Q92993,Q6ZSJ9
Q13635,P51805
Q14498,Q96C19
P51684,Q8N5B7
Q6ZMP0,Q9UK22
Q9UMX0,Q13576
O43663,Q14254
P11388,P27694
P29590,Q8IY18
Q9UJX4,O75665
Q9UL15,Q53G44
P15311,Q9NQ48
Q9H501,P22736
Q16543,P22626
Q8N831,Q63ZY3
Q9Y6D5,Q9UPT5
P03372,Q9H0U9
Q13509,Q6ZVZ8
Q9H7B2,Q96K80
Q86U44,P31944
P05067,P30419
O75489,P28331
Q9H5V7,Q96AX9
P34932,Q9UF47
P31948,P30837
P48431,Q96ME7
Q13418,P46779
Q12906,P46734
Q9NP66,Q8IUR0
Q6NUQ4,Q8WV48
P36873,Q9HCK1
Q9UNN5,Q8WX94
Q96RU2,Q96PM5
Q13077,Q92529
Q9H3P7,Q96H20
Q9UBN7,P04350
Q9HCE1,P59998
Q9P035,Q8IZ83
O14974,Q8NFJ9
Q99706,Q96S97
Q9BXW9,O00567
P46379,Q92805
Q7KZ85,O15121
P42166,P51151
P46109,O00459
Q9UBF8,Q96QF0
P63000,P00414
P29400,P19397
P46776,Q12904
Q15102,Q14103
Q9BY84,Q15643
Q9Y512,Q9NWS8
Q92547,Q14676
P62805,Q9UPU9
P40259,Q96T51
Q3KQU3,Q9BXK1
O15523,A2A3K4
Q9UNN5,P83731
Q07157,P56748
Q7L2J0,O95793
Q9Y680,Q14508
P51812,Q9BU23
O15511,O75674
Q14999,Q6NVH7
Q9Y2R5,Q9Y4X4
P42357,Q8WY91
P17152,P29371
O75367,O95983
Q9Y265,O00506
Q12873,P05387
P55209,Q5C9Z4
Q00987,Q09472
Q13163,P11388
P04179,P01036
O43561,Q13588
Q13887,Q6KC79
Q658P3,Q9P2W7
Q14315,Q9H4A3
P25685,Q9H9B4
Q96CF2,Q9Y3B9
Q9UHC7,Q9UPX0
O43837,P51553
P46087,Q9UKD2
P08238,Q9P1W9
P68363,Q8IYR2
P40939,Q00059
Q13618,O15042
Q5T9A4,Q7Z2W9
P60763,Q9UJF2
P04637,Q9BSC4
Q15077,Q9UBF2
P17252,Q96J88
P06241,P21802
Q07812,A6H8Y1
P01111,P27824
Q14011,O60729
Q9Y6I9,Q12908
Q8NDV7,O95302
P10276,O43707
P30153,P0DX52
Q13618,P32121
Q9BYD3,Q15434
Q9UKD2,Q9H6F5
P21860,O00329
P62805,Q9Y483
O95863,P50990
Q9UBY5,O95214
P25788,Q96AA3
P62873,P61952
P28482,Q13315
O60333,Q8N1A0
O15034,P41227
P43360,Q13503
P08708,Q13148
P53350,Q04656
O14965,Q9UNS1
Q9UBS4,Q8IYH5
P49411,P08574
Q9UHI6,P49458
O95833,Q6ZNG0
Q9Y4Y9,Q9H6E5
Q6W2J9,P54819
Q9UPY8,Q15185
Q04864,Q8IX06
P26367,Q9Y6X8
Q15717,Q15233
P61353,P62081
Q00987,P18847
O95232,Q9NZC7
P60484,P33992
O95816,Q9Y2X0
O14974,Q5T7N2
P05412,Q8IWS0
Q9H0M0,Q15758
Q92769,Q8N344
O14498,Q7Z7M9
P62136,P52907
Q13489,O94906
O15164,Q6UWR7
P16403,O15553
Q5TEU4,P16860
Q92522,O95376
Q8TAP4,Q8WUP2
O75925,P28360
Q9BQB6,Q8N2G6
P33908,Q16625
P06493,Q9UPT9
P25705,Q9NWS0
P67809,Q15527
P16444,Q9NRP0
P48059,Q5T749
P36952,Q969P5
Q8IZA0,Q9GZZ8
P00519,P29074
Q96BH3,Q96AY3
P17861,Q9H0N5
Q5TEU4,A1A4G5
P82650,O75570
P13645,O95295
Q96A22,Q8IUW5
Q9BRS2,Q9Y3F4
Q8IZP0,Q92574
Q13206,Q14839
O00463,Q9NS68
Q9UK85,Q6YHK3
Q99445,Q96AE7
Q66K89,P51398
P63279,Q86UE8
