P00352,O60356
P84243,Q9Y5B9
Q9NQC7,P46778
Q9Y3I1,Q15388
Q9Y266,Q6ZMY6
Q9UHD9,O95429
Q96CF2,P31948
P40937,Q9NXL9
O00308,Q96G27
Q71U36,Q15375
Q9UNS2,P78395
Q13620,Q53G59
O43791,Q96J02
Q8N3F8,Q9BWF3
Q9Y2R9,Q13601
Q8NC60,Q9NWT8
O75909,Q6ZW49
P38919,Q96HC4
Q96JP5,P10644
P05231,Q5HYM0
P62304,Q9Y383
P60709,P05388
Q01201,P25789
Q99836,Q9NYK1
P49760,Q53GI3
P07737,Q9H0E2
P51151,Q9NUM4
Q8NCK7,P46977
P40429,Q14498
P78317,Q15916
P15692,P02511
P09758,Q9Y2X0
P78317,Q8N201
Q8IWL3,Q9HB40
Q9NZM3,Q92544
P12109,O75951
O15218,Q96KP1
Q9H4M7,Q05086
P60709,Q9BVN2
Q15051,P60174
P14136,P27986
P27708,Q9NWS0
P32189,Q9UKA2
P02751,P05141
Q9H2K0,Q96EY8
Q92820,Q92905
A2A3N6,Q9Y255
O43390,Q14512
P27449,Q9UKJ0
Q02297,P61803
P07951,Q6ZNC4
Q16576,Q8IWY9
P61956,Q7LBC6
P52569,Q5T4F4
P01589,O94822
P51948,P18074
Q8N2A8,Q99571
P03372,Q9Y6J9
Q6KC79,P23497
P62306,Q96RS0
Q8TDC0,O75112
P61956,P46063
P60660,Q9BQA1
Q01085,Q9Y5V3
Q9UHW9,Q96GR4
P81605,Q8NFZ5
Q969S3,P18031
O75431,Q8IUZ0
Q8TAP4,Q68CP9
Q6IBW4,O75078
Q6QNY1,Q9NWB7
Q13541,O60573
Q13043,Q96GD4
Q13501,Q07912
P61221,P62851
P62937,Q9HCE5
O43865,Q9UG63
P78317,P45973
Q96RG2,O43167
Q562R1,P60520
O95047,P25815
P21589,P36404
O14523,Q13323
O60313,Q15818
P03372,Q8IVM0
Q13643,Q9H8W4
Q14254,Q5VYK3
P07947,P51151
P22087,Q01081
Q9BQ24,P60410
P12956,O15294
P60953,Q93050
Q13243,Q9H9J2
P53985,Q9Y4W6
Q15831,P07858
P17931,Q16563
Q99615,Q86TG7
Q96F44,Q14549
Q9ULA0,Q12888
P20290,Q8WWI1
Q96HA1,P55345
A0FGR8,Q13586
Q13489,P38117
Q14498,P63173
O43242,Q9BXJ9
Q9C004,P55212
P61601,P55197
Q99684,P54253
P62745,Q16739
Q13043,P33993
Q5TD97,Q8TBN0
P98172,Q96QU8
P61077,Q9UMS4
P30307,Q96QZ7
P16871,Q6DD87
O43909,P56556
Q9GZQ8,P38919
Q07020,Q4U2R6
Q15599,Q9NZC9
P48788,P62195
Q7L2J0,Q7Z3Z0
O95232,Q9NZC7
P00488,P08697
O94874,P02746
O95295,Q12934
Q66GS9,Q1MSJ5
Q8NEU8,P51795
Q16666,Q99575
P42694,Q3SYF9
Q9UIR0,Q8WU67
Q13216,Q9P0J0
P57105,P20645
P61513,P83731
Q9NQW6,O75431
Q96SB4,Q14512
P40939,P10809
P46109,Q8N2S1
Q9UHB6,O95425
Q96AQ6,O60934
O94855,Q15363
P52198,Q5EB52
P62258,Q6UUV9
Q9Y5F2,Q15051
P61964,Q02978
Q96CS3,Q5T9L3
O76015,P17024
P49368,Q9NWS0
Q93034,Q9H4A6
Q96HY6,P52732
O75030,P14679
Q9H5V8,P00747
P49450,Q8IXK0
Q13740,Q9Y2X8
P19320,P05109
Q96FI4,Q96K80
Q4G0J3,P30153
Q9ULK5,Q496J9
P49590,Q96EH3
P29692,Q15424
P20339,Q9NTK5
P11217,O15121
Q99607,Q9UKT5
Q13217,Q8WW22
Q92769,P78347
Q6IQ23,Q9NQG5
P18621,Q9Y388
Q14164,P09661
P27348,Q9BXM7
Q99848,Q9Y2H9
Q9UJX4,O75665
P53985,Q96SW2
Q9NZN5,P51812
P14373,Q8N8B7
O60896,Q6UW68
O15393,P51805
O43660,Q5T7N2
Q99853,P60410
P15056,P19338
Q06587,Q9ULD2
Q9H0W5,P50542
P04637,Q01167
P14416,P35346
P01106,Q9NX24
Q9BRN9,Q9UL52
Q01968,P48634
Q8N3C0,O14978
P35222,P55072
P63165,Q96ST3
O00148,Q92543
P07355,P15927
P20648,P58499
Q9UBC5,Q9Y5J5
Q9NVH0,A6NJ78
Q3V6T2,P08754
P42357,Q8WY91
Q96HY6,P00747
O75051,Q9BQ08
O15075,Q86VQ0
P32320,Q96CS7
O00712,Q92585
O00148,P32942
P05141,P34969
P42166,P27105
P21266,Q9NX02
Q6R327,P42345
Q99865,Q9NQW5
O15479,Q5T3I0
P62993,O95373
P17098,Q9HCM9
Q15796,O43187
Q03135,P15927
Q9H0C2,Q6A163
Q08999,O75629
P78352,Q9H2L5
Q99497,O15164
Q9GZR7,Q9UNX3
Q9H8H2,Q5T3I0
Q9NZA1,O15247
Q8IWL3,P35610
Q71U36,Q92870
P13674,P42694
O95994,Q02878
P62750,Q9BYC8
Q9NS23,Q8WWW0
Q8TAF3,Q7KZ85
Q9H1I8,Q8IY21
P62807,Q9HCK8
P06576,Q9NVH0
Q01085,Q8IUC2
P46734,Q9UKV8
P54725,Q8N543
Q9H1B7,P14316
P30101,P55060
P61081,Q9NPD8
P53350,Q04656
Q01814,Q9NYW3
Q9UHD9,Q8IVU3
P26641,P00533
Q12906,O43159
P36507,Q96AG4
P55769,P18583
P06239,O95819
P53007,P28331
P83105,O75937
P46782,Q96RK0
Q92731,Q13724
P37231,Q5T3J3
Q13887,P49715
O43318,P45985
Q96BD5,Q8N9N5
P52434,Q71F56
P62877,Q8TEB1
Q02809,Q6ZMZ3
Q01433,Q9BY44
P56962,Q96QA5
P49768,Q14165
Q92187,P78536
Q69YN4,O60684
P62807,Q71DI3
Q9NS85,O95396
P36873,P60866
P80098,P46092
Q99081,Q9NWT6
Q4G0J3,P62910
Q9NRZ9,Q9UBC3
P17480,Q96PM5
Q99459,P09651
P35613,Q96NB2
Q99459,Q9GZZ9
Q9Y399,Q9UL63
Q9BWG4,P48742
Q13490,Q8TD20
P12956,Q9HCE5
Q9Y4X5,Q6PID8
Q14978,O15020
P61964,P58004
Q969U6,Q712K3
P02708,Q14139
P38398,P24385
P61086,Q969Q1
Q96D71,P11233
P23458,Q6UXL0
P13612,Q13753
Q09472,O00567
P22304,P22455
P04808,P17050
Q14999,P62277
Q02878,Q9P2B2
Q9UBS4,Q8IYH5
Q96ME7,Q7Z7K2
Q96QT4,Q96RQ1
Q6VMQ6,P62917
Q96QZ7,P32456
Q96KQ7,Q96T88
Q13625,Q494U1
Q12888,O43513
Q9UK22,O95251
P13224,P46098
Q969E3,Q13324
Q9UBU9,Q9UJV3
O60885,Q9NT62
Q5VW36,Q96MT1
Q15717,Q15233
O15143,P48163
Q96AQ6,O95447
P78310,O95159
P17612,Q92747
Q96E52,O43511
Q9UKV8,O14983
Q06787,Q07021
Q9BTN0,Q8TE23
Q9NZQ7,P37268
P62847,O43818
Q93062,O95231
Q9NQC7,P33992
P62745,Q9UKD2
Q96RK0,Q9Y6X9
Q8IWL3,Q2NKX8
Q9Y4A5,A6NNY8
P52198,P11166
Q8NBQ5,Q9P0S3
P31943,Q9Y6Y1
P43243,Q9Y3A4
O94875,Q14517
P61978,Q9NVF9
P04629,Q13838
Q9P275,O60729
Q14684,Q9NPD3
Q9HAT0,Q15506
Q9H492,Q9BXH1
O60508,Q15796
Q07021,Q9NQH7
P07814,P07711
Q4G0J3,Q13451
Q6P9G9,P17040
Q9BW92,O60664
P62330,O75821
P46087,P51523
Q8IUG1,P50895
Q8TDD2,Q96KR1
Q6UY14,Q5T7P3
Q13485,Q2NKX8
O95782,P20273
Q96C01,P13073
Q92730,P23470
Q9NQQ7,Q8WW34
P62841,P84103
O00487,O94874
O60506,A7KAX9
O15016,Q99707
P22087,Q2NL82
Q9Y639,Q9C0E2
Q9UKK9,Q9BQS6
P0C0S8,Q9H9Z2
P07199,Q5EE01
Q9P244,P55345
Q99459,Q7Z6Z7
P27695,O95070
P23508,P0CJ78
P57078,P26639
O43493,O00264
Q14257,P60468
P49840,Q9NU22
Q4VCS5,P37235
O75367,Q96SB4
Q12906,P04843
Q1MX18,Q6PJ69
Q8WWF1,P52848
Q5TCM9,P60370
P10586,O43156
O60264,Q9ULG1
Q96CF2,P07237
Q96ED9,Q96KS9
Q13043,P40227
P06400,P43686
Q15654,Q96PV0
P54252,Q7L5D6
Q9BSJ5,Q6P087
P42702,O95817
P62266,Q13131
Q8WVZ9,Q8N831
Q92552,Q9Y5P2
P10721,Q8N5H7
P02533,Q8N1N4
P62917,Q9BQ04
P0C0S5,Q86T82
P49792,Q9Y5P2
O60885,Q9P2E9
Q96FI4,Q9P031
Q9NRC8,Q9ULT8
P18077,Q8WZA0
P00749,P05121
Q9UHX1,Q14498
O43290,Q08170
Q9NRI5,Q9UQ13
Q8NC42,Q8IXX5
P04406,Q13554
Q96HY6,P18077
Q9UKV8,Q5TAX3
P00533,O43719
Q96GM5,P17813
Q96CS3,P17302
P16152,Q14999
P78317,Q02930
O60884,O00116
Q9BXM7,Q9NYF8
Q2TAL5,O43657
O95793,Q8WTT2
P02786,Q99726
Q96QB1,Q9ULE0
Q9NX20,Q9HD33
O43752,Q658P3
Q9UJM3,O14965
P09467,P18124
P19404,Q16625
Q49A88,Q9BVG8
Q9HAK2,P30740
Q9Y2H1,Q5MCW4
Q5F1R6,Q9UNQ2
Q09028,P50897
P29323,P49757
P15311,Q9UKN8
Q9UBB5,O14929
Q6UWJ1,P55061
Q9NSP4,P61020
Q96NB2,O94826
P63165,P54198
O75147,Q16186
P52943,P05067
P48454,P0C2L3
P68104,O00487
P61586,Q96GG9
P22314,O75147
Q9ULV4,P40926
Q9P015,Q02218
P61587,P09543
P04637,Q96RT7
Q00005,P01861
Q13123,O15541
P15884,P41134
Q12789,Q05086
Q15029,Q9Y2T2
P02686,Q99683
Q16629,O43896
Q15907,Q7L8J4
P05067,Q9NZR1
P61289,O95817
P26196,Q86XP3
Q9UKE5,Q5VU43
Q8NBJ4,Q9UJ41
Q96EH3,Q6IN84
O60711,Q69YQ0
Q9Y2R9,Q9BT17
O60939,Q9Y2V7
Q9Y490,Q99459
Q0ZGT2,Q6PJ61
P22736,P51532
O75953,Q96AK3
Q96RK0,Q06330
Q14232,Q15762
Q9H3M7,O75592
Q96HY6,O43660
O75369,O95198
O15400,Q9NZ45
Q16288,Q8WV60
Q14978,O15164
P02545,P35244
P48047,O43181
Q96QB1,Q8N6M6
P04629,O43175
P54652,Q9P275
Q9H1X3,Q14165
P17480,P05060
Q9NRS4,Q658P3
P42704,P38646
Q96CF2,P62266
Q16643,Q9ULV4
O15118,P62341
Q96PY5,Q7Z494
P02724,Q96BI1
O75390,Q9BYD6
P68431,Q8WX92
Q9NPJ6,P20618
Q9H6Y7,Q9UNA3
Q00987,P62826
P26441,Q96N21
Q96HY6,Q13263
Q96RK0,P40426
P21462,Q9Y4R8
P61254,Q9UNX3
P00533,Q6IAA8
Q6IQ23,Q15633
Q01814,Q5T3U5
Q6UX40,Q13323
Q13509,Q6ZVZ8
Q92993,O95376
O94992,P62841
Q8N488,P04114
O14543,Q13061
Q12846,Q9H3H5
Q9HC73,P48645
P43246,P21281
O60293,Q9UMX1
Q5T9A4,Q13061
Q9H6D7,Q5JUK2
P56134,P20794
Q96EH3,Q96JJ6
Q96HY6,Q00005
Q9UK85,O43933
Q93008,Q96RS6
Q99750,Q12815
P60900,P78346
Q08AG7,Q99590
Q00987,Q13619
Q9H7H0,P26196
P04271,Q8WV16
Q15349,Q9NNW5
P49736,Q7L7L0
Q86V97,Q9H772
Q9NRN7,Q9UPT9
Q9H8H2,Q8IXZ2
P62070,Q8IV61
O95159,Q9NYI0
P14923,Q07021
P24941,Q14188
P0C0S5,Q9Y2K1
Q9NPY3,O43929
P62081,Q12986
Q00534,O75553
P49459,Q9H900
P21926,P15391
Q9BQE3,Q8N386
P80075,Q9Y258
P04899,O43808
P60709,Q8NHV4
Q9H0M0,Q8IY63
P01033,Q8NBN3
Q96RP9,O75251
Q9H8X2,Q6ZMG9
P78371,P68366
Q8IWZ6,Q15269
P00519,O14513
Q9UKR5,Q9UQB8
Q9UNE7,P09651
P82673,Q9NVI7
P13765,P06340
Q9BQE3,Q9H492
Q15654,Q8WTR4
Q96GD4,Q9BYW2
Q676U5,Q8WXX5
Q8IWT6,Q96HD1
Q13077,Q02223
Q5TC82,P26651
Q00613,Q96SB8
O60506,Q8WVJ2
P17081,Q8N4C8
Q15084,O15055
P62316,Q8N5A5
P0C7T5,Q12952
Q9H4M7,O43896
Q04721,P23142
Q04323,Q92890
Q9Y266,Q9Y577
P43115,Q96S97
Q8N9I0,Q9UBW8
Q9C0H2,Q8NBZ7
Q9UJX2,P10745
P78362,Q8N8A6
P15056,P36507
Q9NP61,Q14204
P14136,P46937
O75771,Q9BY77
Q96I24,P07478
O00182,Q9NUQ7
P11912,Q8N5M9
O00400,Q96RD7
Q969H0,Q9ULK4
Q07020,Q9UJV8
Q9NVI7,Q96LU5
P05067,P08247
Q9UKF6,Q32P28
Q96BQ3,O95299
P04637,O94806
P36873,O14936
P12236,P42357
P62745,O15551
P43353,Q9BQE5
P38398,Q86W56
P61353,Q92905
O00144,Q9Y6F9
Q13021,P21754
Q92990,O95140
P29966,Q8TAS1
A6NEM1,Q64LD2
P67809,Q9H0U6
P33992,P48681
Q9P2E7,Q13114
Q9H4M7,P49321
Q9BT49,Q9GZR7
Q99558,P62917
Q92905,Q5TAX3
P35914,Q05932
P28482,O96017
Q9UBF8,Q96QF0
P35579,Q6ZMU5
P20290,Q14974
Q9NPI1,Q9NVP1
P04843,Q8NBN7
P55854,P23526
Q9H082,Q9NUQ7
Q86X29,Q9P0N5
Q7L190,Q9H1E1
P30411,O15444
Q9ULD4,Q7Z5K2
Q9NRR5,Q5T8D3
P15153,Q9NRK6
P62491,Q9H1H9
Q92540,O00116
P57088,P15056
P08621,Q9BZL6
P61956,Q9H6T3
Q96GR4,Q12770
O43290,O00257
P04908,Q8NCN4
O00411,P40926
O14737,P23508
P62491,Q9HBM0
O00308,Q969Q0
O60353,P35499
O15353,P10588
P04792,Q13043
Q8NDW8,Q8IWZ6
O14983,Q9H089
P53621,Q6ZMZ3
P35240,Q9HD42
P04049,Q9UBG0
Q8TAE8,Q13405
Q06203,P10155
O95749,P18509
P49407,Q16875
P20290,P62081
P13569,Q7LBE3
P68431,Q9UPN9
Q9NZ53,P29016
Q9HCN8,P41221
O75911,Q9NQE9
Q9Y230,Q9UHR6
P99999,P21796
P05067,O43181
Q8IWL3,Q9UEW8
Q12959,P23508
P50222,Q8WVZ9
P04637,P62318
Q9UBR4,P61024
Q9Y697,Q9UK22
P03372,O75821
P51116,P51679
Q8IVT5,O00410
Q8IY67,Q8TAP6
O60356,Q7Z3B4
Q9UBQ6,Q9H8X2
Q9Y265,O00506
P01116,P35612
Q12962,O75486
Q9NTJ3,Q15149
Q13485,Q16563
P69905,Q15051
Q8IV08,Q8NBQ5
P00387,Q9NZJ7
O95503,P05455
P62328,A6NEM1
P04637,Q96GP6
Q8WUM4,Q99714
Q96EV8,Q9Y4I1
P15336,P43699
Q9NVF7,O15123
P11940,P60842
P21333,Q96RK0
Q13263,Q2TAY7
P11912,P57105
Q6P996,Q96RQ1
Q7Z699,Q9NXL2
O95235,Q9NQ39
P02545,Q6ZNK6
O15355,Q86VP6
Q9HC97,O95992
P38484,Q9BYC5
O60499,Q86Y82
O94992,P62701
Q99728,Q14011
Q9NPD3,Q12788
O95831,P46937
Q9NPI1,Q07021
Q99581,Q92560
Q9UL15,Q71U36
P20290,Q27J81
Q8N5L8,Q96FI4
P34897,Q9BX68
Q12797,Q8N5I4
Q13619,Q9C0C7
Q99959,Q15276
P38919,P37108
O00231,Q6ZNL6
P32241,Q53R41
Q8IVS2,Q15542
O94992,Q9NYV4
P01116,Q9NZ01
P09466,Q9Y6L7
Q16665,Q99814
P46937,P15924
Q9H1C4,O95249
P24539,P28331
P07339,P61020
Q9Y3B7,Q7Z2W9
P46013,Q96MW7
Q02878,Q13563
O75367,P51608
P05388,Q6IQ21
P14138,P29122
Q04721,P00750
P43403,Q9BXL7
Q9H4E5,O95405
Q96RS6,Q96JB6
Q9Y4K3,P61081
Q5C9Z4,Q86U06
P61812,P12643
Q9H8V3,Q92973
Q5S007,Q9BPW8
P04150,Q8IWV7
Q69YN4,Q5TF58
O43889,Q9NTJ5
P49450,Q5VWG9
P06396,P28289
Q96T52,O43933
O15400,Q8NFX7
P62701,Q6ZNL6
O95819,O94986
Q709F0,Q15528
Q96S59,P32119
Q9HC62,Q9BQ15
Q86VM9,Q15019
Q14240,Q14694
P84098,Q9GZR2
P31751,P41279
P01877,O95377
Q99081,Q15796
O95863,P50990
O15511,O75674
Q13635,P51805
P00519,P21709
P61026,Q9H082
Q9UL15,O43379
P21709,O60271
P46781,Q9BYD1
Q6NUN9,Q9H361
Q9BXW9,P01040
P02768,Q16531
Q8WXF7,Q9NRC1
Q15293,P50225
P03372,Q92643
Q29RF7,Q9Y6G3
P51178,Q9BX46
O76024,O95256
Q9P0J1,Q10713
Q14980,Q9UFC0
O95232,A0JLT2
Q9Y5W5,Q66K74
Q9H1C4,Q9UPN7
P31751,Q9H7D7
Q16665,P46531
Q13573,O43464
P40763,P52333
P09429,P78527
Q3SXY8,P11215
O75177,Q5VYY1
Q9Y3I1,Q15528
P06241,Q9ULY5
P35613,Q13794
P06576,Q8N4H5
P07996,P09382
Q15058,Q9H4L4
P38919,P54105
Q92526,A0PJZ3
O95858,P13224
Q15691,P52907
Q08426,Q9UKT9
P23497,P20591
Q96ST3,O95243
P10398,Q08188
P06241,P30273
P36507,Q9NPF4
Q9BXB1,Q9BYX7
Q7Z6Z7,Q9H1H9
P01106,Q8WWY3
Q9UJU6,Q96AP0
Q92785,O43763
Q8WU79,Q9UMZ2
Q92499,O95166
Q13363,Q01196
P62987,Q9NRQ2
P05783,P01308
Q9NPJ6,O43303
Q14258,Q8N431
Q9Y2G8,O94901
Q13310,Q13595
P61586,Q69YN4
P11055,Q6A162
P49368,Q6PB30
P55771,Q86XN7
P16401,Q9Y3C4
P29353,O60341
Q9NS91,Q8WW12
Q9C004,Q02930
Q96ST3,O14978
P38398,Q93008
O43763,Q8TBZ5
Q99961,Q99471
Q9H582,Q9H410
P15153,Q9Y2I1
Q92547,Q14676
Q9Y5K6,Q9NZI8
P48431,Q6GQQ9
Q9BSH4,Q08257
P62304,O95400
Q9BWH2,Q9UHD4
P01236,P05538
Q9UJM3,Q9HB20
P04075,Q08257
Q04206,O14543
Q96SB4,Q9HAT8
Q969H0,P62841
Q15669,Q9BWM7
P62807,Q92576
Q9Y6K9,P09455
P04637,P78368
P46109,P51692
P25942,O95819
Q13547,P48735
Q6A162,Q63HN8
Q9UBN7,Q13885
P61457,Q9UBT2
Q8WYA6,O95751
Q86YD7,O95229
P80723,Q92688
Q9Y6M4,Q9UQV4
P06576,P48201
O15466,P42892
P41219,Q9BT92
Q9H8V3,P63010
Q49A26,P55075
Q92667,Q96KA5
Q8TB24,Q9UK99
Q5JX71,Q9UBY5
Q13489,P14678
Q8N0Y2,Q8WYQ3
Q66K89,P51398
P35244,Q6PCD5
P61019,Q9HBM0
O00322,Q96AB3
Q9NWT1,O75569
Q9UDY2,Q6P1N0
Q12769,Q96EE3
P84098,P62913
P24666,Q4G0W2
Q96GM5,P23759
P0C0S8,P0C5Z0
P34931,P78380
Q9H6T3,Q9Y4R8
O95619,Q8N8U2
P24386,Q9NW08
O15118,Q9NQC3
P28074,P28065
O60508,Q96AT1
P49459,Q8WVC0
P07900,P10809
Q16531,P09455
Q12888,Q9UJX3
Q7L0Q8,Q9P0V3
P04808,P12110
P29992,P34981
O60641,P50542
Q6UWQ5,Q96L15
P61956,P62879
Q15435,P19388
Q05513,Q86VP6
Q9Y4X4,P82912
Q13501,Q9P2G9
P29320,P16333
P40616,Q13618
Q96GW7,Q641Q3
Q00839,Q9Y6X3
Q92731,Q96S55
P03915,Q9UHP7
Q16659,Q9NVX0
O14967,Q6B0I6
Q96DI7,P83876
Q9BX95,O43529
Q15058,Q08J23
Q86WV1,O15534
P62937,Q66K64
Q14315,O43316
Q12905,Q96E39
Q14186,Q86YT6
Q9P021,Q9NX02
P16403,O95503
Q9ULR3,Q9P255
O00443,Q9ULU8
Q6PKG0,Q9BVS4
Q9H8V3,Q8TEM1
P48594,Q9HCN4
Q13370,O43300
P30050,O15294
P49116,Q9UG63
Q86VW1,Q9NRX5
Q8N3V7,O75128
A4D1E9,P40926
P04637,P06753
P04792,Q8N5U6
P04637,O75688
P22735,Q9NPD8
P27348,Q86X29
Q13501,Q15382
Q8N983,Q9NQ50
Q96EA4,P14174
P51671,Q07325
P00533,P62269
Q8IVM8,Q9BU23
Q9UNS2,O43933
Q01523,Q6ZXV5
Q5BVD1,Q9HBH5
P04049,Q13362
P40967,Q96EA4
P27824,P05412
Q9C0E8,Q9BQE4
Q15047,O14503
Q9UKF2,O75197
Q96S06,P30926
P22695,P06753
Q69YN4,Q6EMK4
P03950,Q15366
Q9NVW2,Q96LR5
P47897,Q13422
Q08379,Q9BQ89
P56180,Q07065
Q9H4M7,Q12923
P04406,O95425
Q9P2E9,P04844
Q9BSL1,P78424
O43186,Q9H503
P40939,P68371
O00220,Q15669
O95255,P35226
Q8NFA0,Q7Z4K8
Q9Y2I6,Q96GD4
Q09472,P83876
Q01628,Q587I9
P63104,P61254
P08559,P05026
Q7Z333,P24522
Q12851,Q5EBL8
Q9NXI6,P40426
Q15022,Q12830
P08559,Q9P013
Q9BX66,Q9Y6G9
Q8TDB4,Q14527
P31749,Q9UHC1
P05067,P14735
O00148,Q6N069
Q6UB35,Q12931
Q9BQ66,Q9NUY8
P63165,Q5VWQ0
P05161,P08195
P46087,Q9BWF3
Q9UHD2,Q6UVJ0
P35613,P49768
O94992,P35606
Q9H8V3,P30050
P12956,Q9BTT0
P13727,O43278
P04629,Q8NEU8
P01730,P11912
Q9UGK3,Q99836
P24941,P42773
P11686,Q9NXH8
P50222,Q4V328
O95235,Q8N4C8
Q9H9E3,Q9NX08
Q13585,P34741
P43353,P60410
Q969T9,Q9HAV7
O75694,Q9ULH0
Q9BQ95,Q9NRL3
Q9UBB9,O95551
Q13618,Q96CX2
Q00535,Q07002
Q8TB96,Q9HAW7
P60763,Q99569
Q9UQ88,Q13185
Q9HC97,Q9GZU1
Q13683,P04808
P51451,P23416
Q8NFW8,O15516
O75386,Q9H857
P04629,O94888
Q9Y6C9,Q02218
Q96JP5,Q04721
Q9BUF5,Q9Y6D5
Q3ZCM7,Q6ICG8
O14543,P38159
P61981,P49761
P11142,Q8WVJ2
Q8IY34,P46977
Q01995,Q9UIV1
Q8TDY2,P46781
Q8IVM8,Q8NE01
O14976,P14384
P20333,Q9ULC4
Q96GQ7,Q9GZL7
P14866,O15294
Q5J8M3,Q6DD88
Q9Y2I6,P13010
Q92569,Q96R05
Q9H4M7,O95168
Q96FW1,P17066
P03372,Q8TCU6
Q8N7C3,Q8WYH8
P21860,P31942
Q9H4M7,Q8NEY8
Q8WUJ0,P17066
P19338,Q9UL40
Q9H4M7,O94925
O75489,P28331
P00441,Q9NRN7
O60885,Q9UNM6
Q96EP0,P49643
P24941,P63279
P15311,Q86UF1
Q9UHI8,Q86XK2
Q13952,O43316
P06702,Q02880
Q04695,Q99460
Q96GN5,P50222
P62837,Q8TDB6
Q92820,Q9Y4L1
Q52M75,P52209
P01137,Q5T751
P62910,P18124
Q9Y2X7,Q9UJC3
P50402,Q9NQ55
Q12905,Q12986
Q4G0J3,Q12931
Q9Y680,Q14508
P35244,O60934
Q05682,Q6P4F7
O14964,Q9P2W7
Q15717,Q9UM00
Q7Z4V5,Q5SVZ6
O00459,Q9UBK5
P05067,O43175
Q99873,Q14157
P16615,Q16513
P62745,Q9H000
P60484,P62244
O95084,Q6KC79
P62491,Q9UPT5
Q12933,O43167
P60709,Q05682
Q09028,Q9BY14
Q7L2E3,Q9BQG0
P49257,P31930
Q92905,Q99575
P08047,Q13526
Q9H4M7,P31751
Q13547,P00338
O15205,Q7KZF4
Q9UIQ6,O15529
O00501,Q969S0
P08865,P49711
Q92882,P55317
Q8NFA0,O43315
Q92597,P49703
Q96CW1,Q9H0S4
P46734,P07437
P00748,Q8N531
O75122,P61962
Q14653,O00410
Q15418,Q9H8Y8
O00401,P46940
O95831,Q99714
P16104,Q01831
P20333,Q6P4R8
Q12906,Q9NSE4
Q9BUQ8,Q8IYB3
P21980,P47871
Q9Y2P4,Q6NXE6
P07437,Q92834
P54707,P29371
P02792,Q9UHG0
P13569,P13639
P01036,O94911
Q15029,Q9Y5B9
Q14781,Q8IYB7
P08779,Q9HBL8
P62304,P05412
P60891,P22061
P51398,Q9UIH9
Q96L33,Q15147
Q96EL2,Q9Y2H9
Q5QGT7,Q6ZT21
Q96NT0,Q13488
P35052,P08865
P62244,Q9UL40
Q9UKB1,O75427
Q9HB09,Q66K64
Q8IU60,P20309
Q02543,Q9H8H2
P61956,P21333
Q6AW86,Q15649
P05129,P10636
P24385,Q15233
P27824,P32004
P24941,P14625
P14866,Q9UI10
O15205,Q96JH7
P14866,P01308
Q9HCE1,Q9UPR3
P48651,P05089
Q6IQ23,Q9UPY3
P25098,P05387
O75717,Q9HCH3
P25791,P30307
Q05397,O43281
P51572,O96008
Q9Y6C9,Q99623
Q8TDR0,Q86XK3
P61247,P39023
P49005,Q9BY77
P55809,Q8WUK0
P08238,P09651
P36578,Q9H6R4
O14842,O75146
Q7Z3K6,P62807
Q13045,Q8TE49
P01116,P78344
P30518,P51790
Q07065,Q96NB3
Q9UPQ8,Q8TBB6
P61158,P61764
P62330,P22102
Q9NVH1,Q8N386
O00148,P58753
P51608,Q8NAV1
Q9UL33,P0DI81
P19784,Q9P031
P12931,P33993
Q3LI76,Q03989
O43909,Q96G27
Q9BYN8,Q8IXZ2
Q9HD43,Q7L5D6
Q01860,P11142
P27694,P49642
Q02297,Q9UBV7
Q8IY95,Q7Z4Q2
O43521,Q13064
P41002,O60884
P14923,Q8N6C8
Q8TAE8,Q9P015
Q14008,Q8N7R7
Q9H8H2,Q7Z7K2
O15218,Q9H900
Q9UPE1,Q9BXY0
Q9UPN9,P23497
P02786,P35244
Q92785,Q9NV06
P04792,Q9BZJ0
P12814,Q9BYZ6
O60356,P12236
Q68D86,P0C7X2
Q13163,P11388
Q15654,Q8TBB1
P62861,P62753
P02452,Q9BUJ0
P04637,Q92540
Q7Z6G8,P23508
Q567U6,Q86VX2
Q13489,O60832
P36508,Q9NQZ6
Q6AI12,Q96KV7
Q00839,Q9NZB2
P48047,P61421
O95503,Q5VW00
O60830,Q9BYV6
Q8N4Q1,Q6ZN16
P61956,O43837
P16402,P0C5Z0
A8MVS5,Q8ND76
P46108,P68371
P09067,A6NC98
Q9HCY8,Q08554
P36897,Q9UKG1
Q13323,Q9H0R3
P01730,P13473
Q93034,P04350
A6NEM1,Q9H4E7
P31749,Q96S79
Q9UBH0,Q969N2
P12956,O95365
P35226,Q9UNF1
Q86VK4,P0CAP1
P20290,Q8IWL3
Q03135,Q8IVF2
Q9NS23,Q7Z699
P05161,Q03518
Q9ULR0,O00422
O60353,P62745
Q96IQ9,Q2VPK5
Q99496,Q02878
Q9NPF5,Q99612
P25490,Q99879
O43255,Q9P212
Q9NRN7,P78406
P35637,Q8WUB8
Q13085,Q96RU7
O60884,Q92802
Q07065,Q8NEN9
P61964,P61006
Q9Y6C9,Q5T9A4
Q9H3U1,P35244
P12931,Q7Z7K6
P32246,O75608
Q16635,Q96CM8
Q86VM9,O43670
P41220,P17252
Q9UQ88,Q9Y2X3
Q14258,P48556
Q9UPT8,Q9NZ42
Q9UN86,P60866
