P00352,O60356
O00560,O15354
P59991,Q8NHX4
P34932,Q92994
P08238,Q9Y6E0
P49450,Q92522
Q13509,Q86XA0
O00148,P32942
Q9UI09,O95298
P17661,P20929
P07900,Q9H4L4
Q86YT6,Q8N6V9
O60381,Q02880
Q9Y4K3,Q9HAC8
Q12884,Q9NZV6
Q04724,P54259
O60216,Q92506
O94992,P62987
P48594,O75901
Q9GZQ8,P51148
P60866,O95166
O14965,O43521
Q9Y2R4,P17026
P39019,Q96JP5
P08574,Q12849
P30101,P55060
P22607,Q99743
Q86UL3,A4D1S0
O00148,P57073
P35228,Q93034
Q9NPY3,O43929
O95747,P35580
Q12906,P04843
Q15038,Q6ZSC3
Q5T7P8,Q9BQG1
Q9H0Q3,Q9BRI3
P29590,Q9UBQ5
P78527,Q92620
P17252,P06127
Q96RG2,O43167
Q9GZX7,Q9UMR2
Q07065,Q8NEN9
P82663,Q04837
O95835,Q9HC77
O60610,O95801
Q96IZ0,Q9Y6G9
Q15669,Q9BWM7
P14866,P17096
Q9P0P0,Q9BXL7
P04440,P26885
Q15323,Q8TAB5
O00571,O95433
P08962,P13866
P45973,Q96JM2
Q02809,Q6ZMZ3
Q53HC0,P48556
Q13323,P40426
P61019,Q9HCM3
Q9Y5W7,Q96DZ9
Q86UY6,Q9Y6Y8
P04637,Q96RT7
Q02878,Q6ZN17
Q12986,P01876
P55809,P18859
P48165,Q96F15
P11279,Q9NRW7
Q16659,P62195
Q16695,Q14739
O94992,P62701
Q9UN86,P60866
Q9NVR5,P31146
O75791,P62258
Q3KQU3,Q9BXK1
Q9H9D4,Q14767
P12694,P12643
Q69YN4,O14578
P52333,Q8IV50
Q8WUW1,Q9UPU7
P11279,Q9H4G0
Q9Y4W6,Q14839
Q07021,Q9NQH7
Q12849,P49753
P31946,O00429
O95166,P62249
P31751,O75534
P07550,O14745
Q86TM6,Q96A49
Q13009,Q9BPZ7
Q9BXW9,Q9H583
Q14203,Q9BTE1
Q9H4M7,Q14194
O95274,Q96IK1
Q96JC9,P37108
Q9HBD1,Q96PK6
P34059,Q9UBV4
Q9HAT0,Q15506
O00148,Q8NFF2
P39019,P05026
Q9H3Q1,Q9UH03
O75683,Q9UPE1
P14866,P00966
O60925,P59666
Q6IAA8,Q8WXE9
Q8WXK3,Q8TDS5
Q13618,Q96KE9
P20337,Q9UM00
P62491,O95721
Q15058,O14654
Q92731,Q8IV08
P05067,Q15125
O43865,Q9UG63
Q15022,Q13310
O95858,P13224
O00459,Q9NS15
O75844,Q9H4S2
Q13393,P12931
Q13435,Q9UGY1
Q6NUQ4,Q8WV48
P46934,Q9H4B6
Q3V6T2,P08754
P31274,Q9GZZ0
Q13077,O75791
Q8NFZ5,P20618
P47897,P57105
Q9H4M7,O95168
P67809,P43243
P78352,P24588
P49116,Q15393
P08670,Q5T3J3
P40222,Q9H6S1
Q01974,O00167
Q92820,Q9UH99
P01106,P15407
Q5S007,P62314
P43357,Q5T9A4
Q07002,Q96Q40
Q5T700,P78357
Q13451,P33992
P12814,Q9C0C7
Q99523,Q9NYU1
O75340,P13693
O15084,O43390
P53350,Q96LD4
P48431,Q9Y221
O75691,Q86XK7
P13612,Q15165
P13612,Q13753
Q9BX68,Q96RR1
Q9H0W5,P05388
Q8IUH5,Q9H0F5
Q9UPY8,P28838
P49116,P23246
Q9NPI6,Q5PRF9
P35900,Q6A162
Q92731,P42356
P00533,P54136
P07355,P15927
Q9UKW4,P50454
O60264,Q9NVP1
Q8NFA0,O43315
Q5RKV6,Q9P0J0
Q8IW93,Q8N567
Q96BH3,P34059
Q9H9E1,P48382
P11441,P46779
Q10713,O00217
Q15058,Q8WUA4
Q8TAA9,Q9HCM4
P40763,P42684
Q5K4L6,A0AV02
Q13620,Q2M3C7
Q13155,O15068
P05161,P67936
Q9H2K0,Q9Y291
Q8TDY2,O75494
Q9NUM3,Q13505
O00398,Q96CN4
P61289,Q9UKM9
Q5SSJ5,P62249
O14981,Q8IXI1
P15941,Q5HYA8
Q9UHV8,Q02930
P54727,Q9NR45
Q16778,Q8TDZ2
Q15075,Q6IAA8
P84098,Q96PZ2
P35908,Q9UHR6
P60228,O94761
Q12888,P18146
Q5XPI4,Q7Z408
A0JLT2,P51610
Q15599,P61081
P29590,P43004
O60383,P68366
P50402,Q13895
Q99757,Q96CS2
P09619,Q5TB30
Q9UKR5,P49841
P51151,Q9UEU0
P61956,Q9GZZ9
P05067,Q9H6L4
O60573,Q69YU3
Q9BQ52,Q9NWS8
Q13393,Q6IAA8
Q9NYB0,Q92560
Q13887,Q9BSM1
Q9UDW1,O14548
Q99750,Q8NFT6
Q5T653,Q96GC5
P30520,P20962
Q9Y2R9,P46781
O14757,O95644
P29508,Q13797
P67936,P20674
Q07065,Q9P246
Q9Y3U8,Q96CS4
Q12931,Q9BQ24
Q92569,P43403
Q9NRN7,Q9UPT9
Q5JSZ5,Q6P2H3
P42338,Q6ZUJ8
P63261,Q9NPF5
Q13435,O95758
Q15773,Q9BXA6
P14866,O75095
P15374,P35869
P00533,Q99417
P54253,P61009
Q99873,O00267
P19784,Q9H944
Q9UKE5,Q9HBH7
Q99873,Q14999
Q15691,Q13409
O00255,Q15291
Q96EB6,Q13936
Q99496,Q9ULX6
Q9ULW3,O75533
Q96JP5,Q04721
Q9NX00,Q969P0
Q29RF7,P62807
Q9H1C4,Q96QK1
Q15758,Q13627
P78406,P37802
P19404,Q13423
O75694,Q68CZ1
O95983,Q9Y483
P28799,Q5VYS8
Q8N5R6,O94972
P14618,Q99497
P99999,P31930
P01730,Q13094
Q9NVP1,Q9NV06
Q96BA8,Q9NWF4
Q8NFZ5,Q12907
P04406,O95425
Q86Y82,P16452
Q04917,Q9NSC5
P61513,Q15572
P04637,Q9BQE3
P09382,O00308
P21359,Q9Y3M2
P10147,O60911
Q7Z6J8,Q8WX39
Q99459,P40937
P62826,Q8N122
P27695,P85037
Q9Y5J7,P25325
Q9BRN9,P07864
Q96SQ5,P17568
P62736,O75054
Q9BQG1,Q9P2N7
Q8TCT9,Q15629
Q7Z699,Q70EL1
Q14108,O75934
Q9GZQ8,Q9Y605
Q16643,Q9ULV4
Q99717,P22004
O95218,P26368
Q13642,P50461
P08123,Q9NXV6
Q38SD2,O95817
Q9NRQ2,Q5JR59
Q9NY97,O14672
Q15102,P00338
Q96GA3,Q9BXK1
P53675,Q6P050
O14792,P28325
P62330,P22102
Q99496,O14734
Q05513,P14314
O14786,Q9H8Y8
P50222,O95045
Q9UNP9,Q9H5Z1
P01116,P51648
P11177,Q15714
P11940,O75534
Q92731,P50213
Q02297,Q9UBV7
P63162,Q99963
P19784,O60341
Q96H55,O75431
P04843,Q8NBN7
Q14393,Q9Y2I2
Q9UL46,P28065
O75152,O94972
Q9BYX4,Q8IUD6
Q86UL3,Q5BJD5
Q5HYJ3,Q701N4
P63165,P25490
Q9H7H0,Q5T700
Q96KQ7,A8K8V0
O76024,Q9NR77
Q6IQ23,P25205
Q99615,Q14674
P82673,Q8WYQ3
P02745,P41221
Q99933,P27824
P49841,P09874
O94927,A1L190
O43318,O95819
Q9NTJ4,Q9UBP8
P50548,Q9NRA8
P43243,Q96PM5
Q6ISS4,Q99715
P61236,Q99666
P50616,P22626
P14678,Q8N9N5
P25788,P52597
O00308,P60842
Q86VS8,Q9H269
Q9Y5B9,P06702
Q13418,P24311
Q13489,Q53H12
P04075,Q08257
Q71SY5,A1KXE4
B3EWG5,Q9P0S2
P49459,Q8WVC0
P08621,Q9BZL6
O95484,Q9NS64
Q4G0J3,Q13451
P46108,Q9H7D0
Q96EA4,P14174
P38919,P09132
P13473,O95295
P59991,Q52LG2
P53621,Q92620
P31273,Q3LI67
Q8TDY2,P62277
Q8N108,Q8WVE6
O43639,Q13573
P22087,Q14684
P18077,Q16825
P68036,Q13490
P50222,Q8WVZ9
Q9H1B7,P27707
P42226,Q15788
P60709,Q9H8T0
P53007,P01308
Q96CS2,Q8WVK7
O00255,Q9UPS6
Q92731,P62280
P14866,Q15434
O14787,P50895
Q86UY6,Q12923
O15164,P25440
Q15418,O14654
O94776,Q9HAZ2
Q96IQ9,Q2VPK5
P40227,Q92466
P60709,Q12929
Q9BRS2,Q9BQ67
Q96HY6,Q9UPP1
O15111,O94832
Q9BTN0,Q8TE23
Q9Y3R4,Q14145
Q8NHQ9,Q15185
P61081,Q04917
Q6IQ23,Q9H4M9
P60033,Q92541
O75369,Q14118
P01871,Q16644
O00212,O15031
O95677,Q9NQX3
Q9ULY5,Q9BY77
O75475,Q15291
Q9BYD1,Q5T7N2
Q9P2W9,Q8NBQ5
Q4G0J3,Q96RS0
Q9UNK0,Q96PE7
Q8TDY2,Q92841
P09234,Q8IUC1
Q14258,Q6Q0C0
Q24JP5,Q9UBM8
O43914,P26012
P08574,Q96LU5
P02545,Q9H2H8
Q9UPT8,Q9NZ42
Q14192,P11831
Q8NCK7,P12268
Q96PY5,Q7Z494
P56945,P49023
Q7Z406,Q07343
Q9NVI7,Q8TDD2
P15153,Q8N5K1
O14965,Q9UNS1
Q96GM5,O75376
P60709,Q92574
Q6UXH1,P27487
Q6AI12,Q96KV7
P54132,Q8N2Z9
P43681,Q8WUY8
P78362,Q8N8A6
Q9BQB6,Q96HP8
P24666,Q4G0W2
Q6P158,Q9H7E2
Q13489,O94906
Q9Y5L4,P54886
O94842,Q6PJF5
P63208,Q92530
Q03135,Q69YN4
O75626,Q9UKL0
Q9UNK0,Q96Q45
Q13247,Q9H5H4
Q86XF7,Q7Z698
Q13620,O60315
O75419,P61163
Q00613,Q96SB8
P67870,P04070
Q9Y6C9,Q5T9A4
Q9NVH1,Q8ND24
P62937,Q9HCE5
Q9UNE7,Q9UBQ0
P34931,P05412
Q9Y6H1,P49761
P09467,P62424
O94874,Q5T9A4
Q12824,P04908
O43752,Q9NZ52
P10809,P17706
P18887,Q99612
P04629,P33981
Q9Y5Y3,Q96JI7
O15118,P62341
Q15417,P13639
Q9BPZ7,Q69YU3
Q96IJ6,Q9Y5P6
Q00013,P82914
P37173,O00459
Q9HCN8,Q9BYT3
P14625,Q9BYF1
P50914,Q8TDD1
P40426,P55347
P48651,P05089
Q05397,O43281
P27449,Q07108
Q8NFW8,O15516
Q15669,O43592
P05067,Q00005
Q9Y2R9,P00480
Q9UBF8,Q96QF0
P30876,P49841
O14981,Q8WUD1
Q96C36,O94761
Q69YN4,Q9NTJ5
O94972,Q7RTS7
P60891,P22061
P62979,A0AV96
P10636,Q15388
P53367,Q9P0N5
P61160,P31948
Q9UI30,O76081
O15499,Q8N1M1
P10244,P78396
P61019,Q99755
P21860,P31749
O60763,Q8WVM8
P00374,P50748
Q86T90,P25054
P63261,Q8TDR0
Q99623,Q6NUK1
Q96C01,Q9C005
P59768,P32246
Q15393,Q9H6L4
P82664,Q7L2E3
O43586,P0C7W6
Q6NVY1,O43716
P78563,Q6IQ21
P31943,Q9Y6B6
Q9Y6D0,Q9H6H4
Q96CW1,Q9H0S4
P30566,O60664
P14866,O15294
Q15311,B2RPK0
P26373,Q9H6S0
O15431,Q9NZ56
Q8N0Y2,Q7Z7A3
Q9P244,P13598
Q9Y3D6,Q9NUH8
Q8IUQ4,Q5VUG0
Q969Z4,P10586
P41743,P06213
Q13618,P24385
Q9UNN5,Q15084
Q16637,P49756
Q5RKV6,Q8IZD4
Q12933,O43167
Q9NUL7,Q96A35
Q9H4G0,P49720
P42858,Q9UQC2
Q9H492,O75143
Q6N075,P43220
Q9NPD3,Q8NI36
P03372,Q2TB10
O95816,Q5TA45
Q9UBS0,P62847
O43242,P28074
Q8WTR2,P33991
O76011,Q9Y2K5
Q969U7,P49720
Q9BRS2,Q9Y3F4
Q92731,Q03701
Q8N680,Q96KB5
P62330,P23229
P62424,P18124
P09497,O75052
Q92769,Q8N344
Q8IY67,P04798
Q3ZCM7,O00425
P00749,P05121
P07355,P04629
Q9Y5Q9,Q03181
O43521,P25101
P63104,Q9UL15
Q92625,Q96PV0
Q8WXA8,Q9NX62
Q15528,Q93074
Q15386,Q3KP44
O00308,Q15427
P62750,P62847
Q96RP9,P56556
Q69YN4,Q08AD1
P20042,P51858
P46937,Q92499
O00141,Q5KU26
Q7Z388,Q9GZZ6
O95994,Q9NP73
Q5S007,Q96GM8
P13569,Q15075
Q9UBU9,P54198
P00519,O75896
P53708,Q9NQ84
P36896,Q6UXG8
P26715,Q01453
P35241,Q9ULV4
Q9H4M7,P48735
Q92973,Q13461
O00148,Q9Y5Z7
Q9Y2R9,Q9BT17
O00487,P57053
P17861,Q9H0N5
O00571,A1L020
Q99943,O95833
P20333,Q6P4R8
Q12933,P55081
Q6UY14,Q96PN8
P27348,Q9NZL9
P17480,O00541
P32971,Q9H9P8
Q9C0B5,P05187
Q02543,P62888
Q96CF2,Q14573
P15374,O00148
Q92618,O94818
Q9BUH8,Q96SQ5
O94761,P19388
P29972,Q7Z7G2
Q8NBN3,Q9UKJ8
Q03135,P25098
P62714,P31314
P45983,Q13469
Q99757,Q96CG3
Q8NEN9,Q9NQ34
Q9NQW6,O94973
Q96RP9,Q07021
P17931,P56962
Q9H4M7,P51812
Q96JP5,P10644
Q6L8G4,Q8WZ59
Q9H7H0,P82914
Q13144,Q92837
Q9UER7,Q8TD10
Q15717,O00409
O00311,Q9HBG6
O75496,P25815
O14578,O60216
P27824,P25705
P17987,Q9P0V3
Q01628,Q9BVC6
Q9Y6K9,P09455
P08047,Q9BXW3
P62424,Q92901
P31689,Q92667
P15498,P52565
P62195,Q70CQ1
P05161,O60701
O43399,Q99707
P61313,P42695
P41970,Q9HAF1
P51178,Q8NEF9
Q9H8V3,Q96HS1
P54274,Q9NYB0
P62805,Q49A26
P51151,Q96S15
Q96A22,P46531
O60493,P14550
Q5T6S3,Q9HD47
Q96RS6,Q92506
P61011,Q9P2W7
Q9P015,Q13825
O60566,P31350
Q7KZI7,O00193
P36957,Q9Y2W1
O75190,Q5JSP0
P05067,P01871
Q9BTL4,Q69YH5
O14556,Q9NQ89
Q15326,Q15750
P68133,Q7LBR1
Q9NQX6,Q9H3C7
Q13547,Q9BQA5
Q9Y6X0,Q9NS26
Q13635,P48729
Q8IV08,Q9NUM4
Q9H967,Q5TAQ9
Q9UKK9,Q9BQS6
Q86X55,Q6P1W5
Q96QE5,P05090
Q3ZCQ8,P17098
P05067,Q9UM82
Q9UBM7,P09874
P04150,Q08752
P62263,O60563
P62937,P60842
Q8IY67,Q6PIJ6
O95782,Q8WU79
Q9UI09,Q9H300
Q15029,O60506
O60508,Q15796
P06748,P11498
Q9NRS4,Q9UBS4
P54253,Q9NRA8
P01137,Q5T751
P24941,P42773
Q96HY6,P51648
Q07021,Q7Z695
P02794,O95429
P02768,P49841
P46934,P45880
O95793,P05141
P27487,Q9Y5S2
O96000,Q9Y5T4
P05386,Q13247
Q9HC77,Q9Y2D8
P53985,O00483
Q99541,O60337
O00148,O95900
O95219,Q9NRK6
P27361,P02686
Q9UIW2,O94772
P46782,Q14999
P03372,Q92738
P13612,Q5SSJ5
P62805,P15336
P15311,P40337
Q86VM9,Q96NC0
P47756,Q9NZ32
O14498,Q9BTT6
Q8NEM0,P48643
P84022,Q13642
O43865,Q07021
Q14980,Q9UFC0
P60484,O00567
P15056,P36507
Q9HCE1,P59998
Q5SVS4,Q8N386
O60885,P11586
Q92187,P78536
P12830,Q15365
Q13948,Q01167
P04183,P29074
Q13239,Q13619
O43660,Q5T7N2
P14598,Q14896
P06748,P26373
Q5JR59,Q8TCX5
Q00341,P04629
O43169,Q8TDT2
P31997,Q86SF2
Q15653,Q9NYR9
Q9H967,P33991
Q15691,Q9UQ13
Q8WU79,Q9UMZ2
P48634,Q13868
Q03519,Q96H35
P46109,Q8N2S1
P30153,Q9BQ15
Q9UNP9,Q96DI7
Q92847,Q9UBU3
Q14164,Q15365
Q9Y478,Q8TF40
P12109,O75951
P49810,Q92947
Q9Y4J8,Q13884
Q5XPI4,Q9H7N4
Q9BZF9,Q9UPN9
P35226,O15143
P31689,O00429
P25791,P30307
Q13616,Q9UKB1
Q8N201,Q5TA45
Q9NX20,Q9HD33
P63165,Q9UPG8
Q9NQC7,Q9HCY8
Q9UBB9,O95551
P51668,O43164
Q96GN5,Q9Y228
P07948,Q9NWQ8
O14543,P38159
Q14240,Q6ZNG0
Q96S06,P30926
P56134,P20794
Q9BX66,Q9Y6G9
Q5XPI4,Q8IYM0
O95816,O15047
P49336,P15927
P62304,P05412
Q8WWA0,Q96RE7
Q9HBH0,Q53LP3
P13727,Q96D09
Q15286,Q9BQ51
Q15427,Q8WXF1
O95602,Q8N6T7
P22607,Q66K80
O15205,P25789
P50750,Q14247
P62136,Q04917
Q96L33,Q9UQB8
P00533,O43719
P24534,Q96DN0
Q9C0B5,P32929
O95714,O75521
Q562R1,A5A3E0
P20290,Q27J81
P99999,O43169
P34897,Q8TC07
Q9UBQ6,Q9H8X2
Q9UHD2,Q9UKV8
O60641,P50542
P68363,P49841
Q8N1F7,Q9ULT8
P61964,Q7Z434
P60411,Q5T753
Q15233,P24928
P20290,P33778
P82673,P10809
P10398,O43592
O00411,P40926
P49023,Q9P2F8
Q96HY6,P62241
Q6UB35,Q12931
Q96KQ4,Q8NHY3
Q92830,P10242
Q9H2H9,Q9NY65
Q9Y4L1,Q13438
O15294,Q96F44
Q8TDD1,Q96DU9
O76070,P34947
Q15262,P54289
Q8NAC3,O14523
O94805,Q9BS91
P42704,Q9UII2
Q53F39,Q9NX62
O15198,Q86UK5
P42166,P51151
Q8N488,Q9BSF8
Q9UBU8,Q15025
P14866,Q9Y2E5
Q13501,O00571
P19784,O14862
P29144,Q9Y4A9
P05412,P21281
P42858,P11940
P40337,Q7Z6Z7
Q9UHD1,Q02790
P30519,Q13586
Q12834,Q8N6T7
O43169,Q96KR7
O43763,Q8TBZ5
P06748,Q96FX7
P52298,P55199
O75027,Q12918
Q02878,Q9HD45
Q70UQ0,Q13753
Q93034,O95831
Q24JP5,Q6GMV2
P05556,P23142
Q14498,Q92997
Q12906,P11441
Q9ULP0,Q9NUQ7
Q96F44,Q14549
P27487,P38159
Q13620,Q53RE8
Q7Z3C6,Q15011
Q96RG2,Q5JTW2
P02489,Q6P2E9
Q99459,Q16181
Q12906,P30050
P02786,P19320
P35222,Q86UU0
P39023,Q9BRZ2
Q96BQ3,O95299
P49005,Q9BY77
Q9H6T3,Q9Y4R8
O15315,Q86Y30
Q8WUM4,P10768
Q12857,P48436
P61964,P58004
Q00765,Q9NUQ7
O75925,P28360
O95967,Q6ZT89
Q9P2E7,P55899
Q53RY4,Q8N6M3
Q9Y6M1,Q8IZH2
P08238,P12931
Q96L33,Q9NZN4
P17081,Q7Z2W4
Q9Y3C1,P18621
Q9H4M7,Q2NKX8
P14555,P09936
Q8N4C8,Q9HCS5
Q96N67,Q13021
Q7L0Q8,Q9P0V3
P15735,P52597
P63000,P17302
P35637,Q9H0D6
P05556,P21926
P19838,Q96GG9
Q9H1Y0,P62701
Q9H501,P22736
P35580,Q9NWS8
Q12879,P05496
O95817,Q9BT04
Q13021,P16410
Q9Y399,Q9UL63
P98175,Q15365
O95985,Q6P158
Q12972,Q8N8V2
Q86UL3,Q96AG4
P56545,P35520
Q13416,Q9H1E3
Q8IWL3,Q13011
Q8N680,Q9UGU0
P16403,O15553
Q96S66,Q00765
Q9NUH8,P81534
P35579,Q96K19
Q96S94,Q13247
P05496,P40197
P04637,P62899
Q9ULW3,Q8N8X9
Q96A00,Q9HCP0
Q9BW61,Q5TAQ9
O95816,Q92925
Q9HDC5,Q9UNA1
P05412,O75928
Q92731,Q9H3M7
O95235,P68032
Q16656,Q9Y294
P62081,Q9BXJ9
P61956,P39748
Q02978,P53621
Q9Y275,O75155
O95985,Q9Y2R9
P19387,O43151
Q6IQ23,P55084
Q9H6Z9,Q9P0J7
O43752,Q86X19
Q92754,Q96CG8
P27797,P43686
Q6ZU80,Q2M2Z5
Q86UE4,Q9HC77
Q9NZC7,Q58FF8
Q13547,Q9GZS1
O15431,Q9H649
Q9H4B6,P35236
P46531,Q86VP6
Q70EK9,Q9NPA8
Q15118,P05106
Q6UX01,Q96S52
O15218,Q9UQ90
Q9NS91,Q7Z6B7
Q86U44,P31944
P14618,Q16644
Q92882,P55317
Q3LI66,Q9NQL9
P50914,P49116
Q15717,P01375
Q9H3P7,O75381
Q15843,P62807
P55795,Q9BXY0
P67870,Q96IT1
P61586,Q6WCQ1
P58107,P17040
Q9NQT5,Q8IWA0
P78317,P29590
P13612,Q9NSD9
Q9NY12,Q04323
P38398,Q15459
Q6ZMZ3,Q6UVY6
P23471,Q9UM73
P61956,O43837
P38936,O96020
Q8WWV3,P46199
P42858,O15400
Q96A25,P42892
Q9H4A3,Q9HCI7
Q13618,P43003
P15153,Q86SJ2
Q13263,P55209
P56945,Q01968
Q93009,Q12816
P46087,Q9BWF3
O43143,Q14978
P68363,Q15051
P27695,Q99643
P68431,O75955
Q6FI81,P49189
P46013,Q96MW7
P21266,P46439
Q12931,Q9NXH9
O00148,Q8N1Q1
Q5S007,P50914
P22735,Q86YW0
P21675,Q9HBM6
P57105,Q9NWH2
Q16659,Q9NVX0
Q13573,Q9NTK5
Q9P2J5,P21796
P31314,Q92925
Q13616,P08579
Q9NQB0,O75897
Q04206,Q5VVH5
P29508,Q13106
P18206,Q8TCG1
P43307,O75964
Q96BR9,Q96PV4
Q9Y3U8,Q9Y221
Q5XPI4,Q9H772
O43909,Q96G27
Q7Z3C6,Q04917
Q09472,Q9H160
Q9UBB9,Q9P2K3
P01024,O15547
Q12951,P26640
Q9HBH5,Q9H765
P04629,P50995
Q9HCK0,Q9UJ78
P46940,Q13045
P20849,P21941
Q13503,Q8ND76
O94874,P02746
O00483,P52789
P06241,P29322
O43765,Q86UP2
P48651,P49116
Q86YP4,Q96CB8
P29966,O75385
Q86U44,Q9UN37
Q02297,P61803
Q96AQ6,Q9H3K2
Q9H4M7,P49321
Q16630,Q92567
P14868,Q15046
P25398,Q2NL82
O95881,Q8ND71
P18887,Q14157
Q9NSE4,Q96EH3
O75164,Q99731
P09661,Q9Y2Q3
Q16576,Q8IWY9
Q9Y3F4,P42126
Q6UX71,P21815
P21709,Q6ZS27
Q9BPX5,Q8WUH1
Q14258,Q9P2B4
P27449,Q9UKJ0
P07900,Q9Y2H9
Q96HA8,O15049
Q96KC8,Q9Y679
Q16658,O00541
Q9UJU6,P17735
Q5BVD1,Q9HBH5
Q13243,Q9H9J2
P20226,Q14919
Q15834,Q15561
P30086,Q86YV6
P14866,P05067
P47974,Q9Y2K2
O94905,Q12884
Q7L0Q8,Q86T82
P10721,Q8N5H7
P02545,Q8NHP6
Q9NVH1,Q8TBP5
Q9H0R8,Q16527
Q92797,P10244
Q9Y2I6,O75665
Q92609,Q9UJT9
Q9NRI5,Q99570
Q12888,Q9NU22
P62195,P28062
Q69YN4,O00139
Q9NP66,O94776
P04792,Q8IVW4
Q969T9,Q92567
A5YKK6,O95696
Q9Y3I1,P54687
O76024,O95817
P05412,Q96EY7
Q15646,P50991
P57086,Q96IT1
Q15797,Q9UPZ6
Q92793,Q8IZL8
Q12800,O60841
P04792,Q8IUR5
P62491,Q8NFA0
P43246,O00716
Q5TEU4,A1A4G5
P46109,P51692
P15309,P12236
Q9UHP7,Q8N3Y3
Q13509,Q01101
A5A3E0,P29401
Q92731,Q8IWS0
P49427,O75915
O75396,P01834
P84243,O75164
P08151,Q9UMX1
P57055,Q0VD86
O14983,Q96G23
P68431,P31153
Q9NQW6,Q5M775
Q15029,P43243
P10275,Q9Y252
Q9NQB0,P26998
Q93084,Q9H3K2
Q9P2J5,Q9BVS4
Q96AQ6,Q2VPK5
Q9NRD1,Q9BVA1
Q9BYN8,Q8IXZ2
O15467,O43927
P23396,Q13617
O60264,O00479
P15735,Q8WWM7
P23508,P0CJ78
P05412,Q9UBX5
Q9H845,P26440
Q04864,Q15915
O94972,Q8N9Z0
P20339,Q8N766
Q86TB9,Q15032
O95661,Q4KWH8
P21589,P36404
Q13438,Q9HAW8
P62140,P62805
Q9UBY5,O95214
P01111,Q13308
O14556,Q2VYF4
Q9UK85,Q6YHK3
Q8N490,Q12769
Q9NQW6,O76021
P06239,Q9C0D5
Q96KQ7,O60248
P01112,Q9UHC1
P14625,A4D1B5
Q8WUA4,Q8N9B8
P35579,Q504Q3
Q9Y5K5,Q9UNM6
P46940,Q16665
P78317,O95551
Q8IVW4,P09211
O15145,Q96P48
Q15717,Q14C86
O00329,P15391
Q9HAU0,Q6ZW31
Q13315,P48730
Q96JY6,Q8IW36
P27482,O43826
O15400,Q8IZ21
P62993,Q99623
Q69YN4,P0C0L4
P25786,Q99436
Q9BVS5,Q6P1X6
Q9BXW9,P36957
P49356,Q9P013
Q15375,Q5JZY3
P02708,Q8NBM4
O15105,O95630
Q9Y5Q3,Q8TBF4
O95639,P46060
P51148,O75052
Q8N5Z5,Q9UGJ1
Q01650,Q9UQV4
Q9BX95,O43529
Q8NC69,P62699
P56556,Q96I36
P63167,Q13330
Q99873,O60248
Q15118,P30405
Q13705,O14793
Q9NQW6,O60518
P63165,Q96ST3
Q9UHY1,Q6P1L5
O75528,P01036
Q15025,Q9NYQ3
Q9UBW7,Q92793
P41218,Q9UNX4
P35579,Q9UM73
Q92769,P78347
P62136,Q9NWS0
Q8TB52,Q8TE96
Q969S3,P18031
Q9NWZ5,O15442
O15519,Q00G26
P49841,Q08945
Q8ND90,Q9H1D0
P42858,P0CI25
P46940,O95433
P63208,Q9H469
Q15542,Q6P1X5
Q9Y4X5,P41219
Q9BSL1,Q9BYZ8
Q96N64,Q8IXM2
Q7L5N1,Q9HBL8
Q8NI38,Q9BXY8
P13473,Q9UEU0
P10636,P61313
Q9UQ88,Q9Y2X3
P00736,P05155
Q96DA6,Q99571
Q04912,P53350
P35580,P12956
P60468,Q12907
P61081,Q04637
P07948,Q9Y536
Q96ER3,Q68EA5
O95747,P08708
Q4G0J3,P06576
P49756,Q8WWM7
Q70CQ1,Q9BUE0
P28335,O15355
Q6PML9,P49257
Q6UWP7,Q9UGM1
O96013,P20618
Q04323,Q92890
Q00005,Q8IX01
P24863,Q9BSL1
P82930,Q9Y3D9
P62072,Q8N4F0
P01106,Q5VTR2
Q9H1R3,Q99733
Q8TBA6,P51684
P39023,Q7RTS1
P31947,Q96QF0
Q9H4M7,Q13057
Q9UIQ6,Q7Z4Q2
O43255,P43146
O00144,Q9Y6F9
P42858,Q9NXC2
Q9NQC7,Q08554
Q7Z7L7,Q96AW1
P25786,P35609
P61081,Q9BTE7
P60520,Q92609
P36578,Q2KHN1
Q16478,Q13002
P61019,Q9Y2G0
O60296,Q9H0B6
P08581,O95208
P16581,O76024
P62877,O75494
P43355,Q02338
Q13233,P62753
O60353,P62745
Q9BZF9,Q5QGT7
Q15349,Q15185
Q9H832,Q16774
P05388,Q9BRT6
P62807,Q92576
O15530,Q96BR1
P04637,P09493
Q86UY6,P78312
Q9NQC7,Q9UBM7
P02776,Q99616
P07737,Q9UKR5
Q5SW79,Q8IX90
P01112,P51617
P54253,Q53G59
Q99909,Q7RTT5
Q92785,Q14566
P82930,Q08257
Q92731,P49137
Q9H160,Q4LE39
Q14318,Q02127
Q8TDQ0,O94955
Q9Y276,Q9NPB0
Q00987,Q9UJZ1
Q96QU8,P08173
Q9UHD2,P01375
P55011,Q8IV77
Q86TM6,P07307
P02788,Q8N6Y2
Q13683,P12814
Q9NQC7,P81605
P61221,Q8TAE8
Q9HCE1,O75683
Q6W2J9,P35227
Q13547,Q15326
P24941,P26639
Q9P1Y6,Q9BUQ8
P01106,Q96S55
O00287,Q03111
Q5SW79,Q99608
Q15102,Q14103
Q15796,Q9Y6X2
P09758,Q9NRY2
P60468,Q5JSH3
Q9H8V3,P11940
P35226,Q96GA3
Q4G0J3,Q13895
